signal,as_of_date,observations,ic
dollar_volume_change_20d_60d_sector_neutral,2016-08-31,50,-0.18405762304921966
dollar_volume_change_20d_60d_sector_neutral,2016-09-30,50,-0.08292917166866745
dollar_volume_change_20d_60d_sector_neutral,2016-10-31,50,-0.12509003601440577
dollar_volume_change_20d_60d_sector_neutral,2016-11-30,50,0.11010804321728691
dollar_volume_change_20d_60d_sector_neutral,2016-12-30,50,-0.032220888355342134
dollar_volume_change_20d_60d_sector_neutral,2017-01-31,50,-0.1295078031212485
dollar_volume_change_20d_60d_sector_neutral,2017-02-28,50,-0.053733493397358945
dollar_volume_change_20d_60d_sector_neutral,2017-03-31,50,0.04403361344537814
dollar_volume_change_20d_60d_sector_neutral,2017-04-28,50,0.2689555822328931
dollar_volume_change_20d_60d_sector_neutral,2017-05-31,50,-0.12441776710684273
dollar_volume_change_20d_60d_sector_neutral,2017-06-30,50,0.0011044417767106843
dollar_volume_change_20d_60d_sector_neutral,2017-07-31,50,0.1603361344537815
dollar_volume_change_20d_60d_sector_neutral,2017-08-31,50,0.014453781512605042
dollar_volume_change_20d_60d_sector_neutral,2017-09-29,50,-0.08369747899159663
dollar_volume_change_20d_60d_sector_neutral,2017-10-31,50,0.02665066026410564
dollar_volume_change_20d_60d_sector_neutral,2017-11-30,50,0.044897959183673466
dollar_volume_change_20d_60d_sector_neutral,2017-12-29,50,-0.22823529411764704
dollar_volume_change_20d_60d_sector_neutral,2018-01-31,50,0.192124849939976
dollar_volume_change_20d_60d_sector_neutral,2018-02-28,50,-0.04739495798319327
dollar_volume_change_20d_60d_sector_neutral,2018-03-29,50,0.254453781512605
dollar_volume_change_20d_60d_sector_neutral,2018-04-30,50,0.05354141656662665
dollar_volume_change_20d_60d_sector_neutral,2018-05-31,50,-0.0168547418967587
dollar_volume_change_20d_60d_sector_neutral,2018-06-29,50,-0.06372148859543818
dollar_volume_change_20d_60d_sector_neutral,2018-07-31,50,-0.2729891956782713
dollar_volume_change_20d_60d_sector_neutral,2018-08-31,50,-0.10319327731092437
dollar_volume_change_20d_60d_sector_neutral,2018-09-28,50,-0.008691476590636255
dollar_volume_change_20d_60d_sector_neutral,2018-10-31,50,0.2367827130852341
dollar_volume_change_20d_60d_sector_neutral,2018-11-30,50,0.1117406962785114
dollar_volume_change_20d_60d_sector_neutral,2018-12-31,50,-0.03250900360144057
dollar_volume_change_20d_60d_sector_neutral,2019-01-31,50,-0.020312124849939977
dollar_volume_change_20d_60d_sector_neutral,2019-02-28,50,0.052292917166866744
dollar_volume_change_20d_60d_sector_neutral,2019-03-29,50,0.015414165666266506
dollar_volume_change_20d_60d_sector_neutral,2019-04-30,50,0.14439375750300118
dollar_volume_change_20d_60d_sector_neutral,2019-05-31,50,0.04768307322929172
dollar_volume_change_20d_60d_sector_neutral,2019-06-28,50,-0.06737094837935174
dollar_volume_change_20d_60d_sector_neutral,2019-07-31,50,-0.02261704681872749
dollar_volume_change_20d_60d_sector_neutral,2019-08-30,50,-0.09589435774309724
dollar_volume_change_20d_60d_sector_neutral,2019-09-30,50,0.09214885954381752
dollar_volume_change_20d_60d_sector_neutral,2019-10-31,50,0.062472989195678265
dollar_volume_change_20d_60d_sector_neutral,2019-11-29,50,-0.14487394957983193
dollar_volume_change_20d_60d_sector_neutral,2019-12-31,50,0.16648259303721488
downside_volatility_60d_sector_neutral,2014-01-31,0,
downside_volatility_60d_sector_neutral,2014-02-28,0,
downside_volatility_60d_sector_neutral,2014-03-31,50,-0.0790876350540216
downside_volatility_60d_sector_neutral,2014-04-30,50,0.12144057623049219
downside_volatility_60d_sector_neutral,2014-05-30,50,0.14448979591836733
downside_volatility_60d_sector_neutral,2014-06-30,50,-0.1936614645858343
downside_volatility_60d_sector_neutral,2014-07-31,50,0.20451380552220885
downside_volatility_60d_sector_neutral,2014-08-29,50,-0.18031212484993997
downside_volatility_60d_sector_neutral,2014-09-30,50,-0.14785114045618247
downside_volatility_60d_sector_neutral,2014-10-31,50,0.029339735894357743
downside_volatility_60d_sector_neutral,2014-11-28,50,-0.1394957983193277
downside_volatility_60d_sector_neutral,2014-12-31,50,0.060072028811524604
downside_volatility_60d_sector_neutral,2015-01-30,50,-0.1249939975990396
downside_volatility_60d_sector_neutral,2015-02-27,50,-0.41791116446578624
downside_volatility_60d_sector_neutral,2015-03-31,50,0.3243697478991596
downside_volatility_60d_sector_neutral,2015-04-30,50,0.11615846338535413
downside_volatility_60d_sector_neutral,2015-05-29,50,-0.0014885954381752698
downside_volatility_60d_sector_neutral,2015-06-30,50,-0.0005282112845138055
downside_volatility_60d_sector_neutral,2015-07-31,50,0.08340936374549819
downside_volatility_60d_sector_neutral,2015-08-31,50,-0.22583433373349338
downside_volatility_60d_sector_neutral,2015-09-30,50,-0.123937575030012
downside_volatility_60d_sector_neutral,2015-10-30,50,0.11078031212484994
downside_volatility_60d_sector_neutral,2015-11-30,50,0.001680672268907563
downside_volatility_60d_sector_neutral,2015-12-31,50,-0.27894357743097237
downside_volatility_60d_sector_neutral,2016-01-29,50,0.025690276110444176
downside_volatility_60d_sector_neutral,2016-02-29,50,0.059495798319327726
downside_volatility_60d_sector_neutral,2016-03-31,50,0.15034813925570228
downside_volatility_60d_sector_neutral,2016-04-29,50,0.0803361344537815
downside_volatility_60d_sector_neutral,2016-05-31,50,-0.22612244897959183
downside_volatility_60d_sector_neutral,2016-06-30,50,0.2776950780312125
downside_volatility_60d_sector_neutral,2016-07-29,50,0.15668667466986794
downside_volatility_60d_sector_neutral,2016-08-31,50,0.10309723889555823
downside_volatility_60d_sector_neutral,2016-09-30,50,-0.11903961584633853
downside_volatility_60d_sector_neutral,2016-10-31,50,0.10809123649459784
downside_volatility_60d_sector_neutral,2016-11-30,50,0.11798319327731092
downside_volatility_60d_sector_neutral,2016-12-30,50,0.3551020408163265
downside_volatility_60d_sector_neutral,2017-01-31,50,-0.22698679471788716
downside_volatility_60d_sector_neutral,2017-02-28,50,-0.07466986794717888
downside_volatility_60d_sector_neutral,2017-03-31,50,-0.1332533013205282
downside_volatility_60d_sector_neutral,2017-04-28,50,0.004561824729891957
downside_volatility_60d_sector_neutral,2017-05-31,50,0.09570228091236495
downside_volatility_60d_sector_neutral,2017-06-30,50,-0.05104441776710684
downside_volatility_60d_sector_neutral,2017-07-31,50,-0.22919567827130852
downside_volatility_60d_sector_neutral,2017-08-31,50,0.3301320528211284
downside_volatility_60d_sector_neutral,2017-09-29,50,-0.047202881152460976
downside_volatility_60d_sector_neutral,2017-10-31,50,-0.07082833133253301
downside_volatility_60d_sector_neutral,2017-11-30,50,-0.04211284513805522
downside_volatility_60d_sector_neutral,2017-12-29,50,0.17685474189675868
downside_volatility_60d_sector_neutral,2018-01-31,50,0.09032412965186075
downside_volatility_60d_sector_neutral,2018-02-28,50,-0.1059783913565426
downside_volatility_60d_sector_neutral,2018-03-29,50,-0.09829531812725088
downside_volatility_60d_sector_neutral,2018-04-30,50,0.2173829531812725
downside_volatility_60d_sector_neutral,2018-05-31,50,-0.07947178871548619
downside_volatility_60d_sector_neutral,2018-06-29,50,0.02857142857142857
downside_volatility_60d_sector_neutral,2018-07-31,50,-0.18876350540216086
downside_volatility_60d_sector_neutral,2018-08-31,50,-0.08081632653061224
downside_volatility_60d_sector_neutral,2018-09-28,50,-0.09771908763505403
downside_volatility_60d_sector_neutral,2018-10-31,50,0.12076830732292916
downside_volatility_60d_sector_neutral,2018-11-30,50,-0.11241296518607442
downside_volatility_60d_sector_neutral,2018-12-31,50,0.27683073229291716
downside_volatility_60d_sector_neutral,2019-01-31,50,-0.13872749099639856
downside_volatility_60d_sector_neutral,2019-02-28,50,-0.08667466986794717
downside_volatility_60d_sector_neutral,2019-03-29,50,-0.161968787515006
downside_volatility_60d_sector_neutral,2019-04-30,50,-0.3452100840336134
downside_volatility_60d_sector_neutral,2019-05-31,50,0.32811524609843934
downside_volatility_60d_sector_neutral,2019-06-28,50,0.1756062424969988
downside_volatility_60d_sector_neutral,2019-07-31,50,-0.09887154861944776
downside_volatility_60d_sector_neutral,2019-08-30,50,0.2571428571428571
downside_volatility_60d_sector_neutral,2019-09-30,50,0.2896998799519808
downside_volatility_60d_sector_neutral,2019-10-31,50,0.100984393757503
downside_volatility_60d_sector_neutral,2019-11-29,50,0.21440576230492195
downside_volatility_60d_sector_neutral,2019-12-31,50,0.05248499399759904
max_drawdown_126d_sector_neutral,2014-01-31,0,
max_drawdown_126d_sector_neutral,2014-02-28,0,
max_drawdown_126d_sector_neutral,2014-03-31,0,
max_drawdown_126d_sector_neutral,2014-04-30,0,
max_drawdown_126d_sector_neutral,2014-05-30,0,
max_drawdown_126d_sector_neutral,2014-06-30,0,
max_drawdown_126d_sector_neutral,2014-07-31,50,-0.2033613445378151
max_drawdown_126d_sector_neutral,2014-08-29,50,0.14016806722689074
max_drawdown_126d_sector_neutral,2014-09-30,50,0.3045858343337335
max_drawdown_126d_sector_neutral,2014-10-31,50,0.06756302521008403
max_drawdown_126d_sector_neutral,2014-11-28,50,0.23659063625450177
max_drawdown_126d_sector_neutral,2014-12-31,50,-0.1296998799519808
max_drawdown_126d_sector_neutral,2015-01-30,50,0.0751500600240096
max_drawdown_126d_sector_neutral,2015-02-27,50,0.4076350540216086
max_drawdown_126d_sector_neutral,2015-03-31,50,-0.4117647058823529
max_drawdown_126d_sector_neutral,2015-04-30,50,0.12451380552220888
max_drawdown_126d_sector_neutral,2015-05-29,50,-0.022521008403361343
max_drawdown_126d_sector_neutral,2015-06-30,50,0.03615846338535413
max_drawdown_126d_sector_neutral,2015-07-31,50,-0.11106842737094838
max_drawdown_126d_sector_neutral,2015-08-31,50,0.2682833133253301
max_drawdown_126d_sector_neutral,2015-09-30,50,0.12028811524609842
max_drawdown_126d_sector_neutral,2015-10-30,50,0.040480192076830734
max_drawdown_126d_sector_neutral,2015-11-30,50,0.12941176470588234
max_drawdown_126d_sector_neutral,2015-12-31,50,0.4762064825930372
max_drawdown_126d_sector_neutral,2016-01-29,50,-0.11606242496998799
max_drawdown_126d_sector_neutral,2016-02-29,50,-0.0011044417767106843
max_drawdown_126d_sector_neutral,2016-03-31,50,-0.1859783913565426
max_drawdown_126d_sector_neutral,2016-04-29,50,-0.025018007202881155
max_drawdown_126d_sector_neutral,2016-05-31,50,0.08475390156062423
max_drawdown_126d_sector_neutral,2016-06-30,50,-0.36528211284513806
max_drawdown_126d_sector_neutral,2016-07-29,50,-0.21440576230492195
max_drawdown_126d_sector_neutral,2016-08-31,50,0.12941176470588234
max_drawdown_126d_sector_neutral,2016-09-30,50,-0.01579831932773109
max_drawdown_126d_sector_neutral,2016-10-31,50,-0.15630252100840333
max_drawdown_126d_sector_neutral,2016-11-30,50,-0.25791116446578627
max_drawdown_126d_sector_neutral,2016-12-30,50,-0.2864345738295318
max_drawdown_126d_sector_neutral,2017-01-31,50,-0.039615846338535404
max_drawdown_126d_sector_neutral,2017-02-28,50,-0.1237454981992797
max_drawdown_126d_sector_neutral,2017-03-31,50,0.07188475390156063
max_drawdown_126d_sector_neutral,2017-04-28,50,-0.0860984393757503
max_drawdown_126d_sector_neutral,2017-05-31,50,-0.20316926770708282
max_drawdown_126d_sector_neutral,2017-06-30,50,0.21104441776710686
max_drawdown_126d_sector_neutral,2017-07-31,50,0.40897959183673466
max_drawdown_126d_sector_neutral,2017-08-31,50,-0.3327250900360144
max_drawdown_126d_sector_neutral,2017-09-29,50,0.10876350540216086
max_drawdown_126d_sector_neutral,2017-10-31,50,-0.03241296518607443
max_drawdown_126d_sector_neutral,2017-11-30,50,-0.23899159663865546
max_drawdown_126d_sector_neutral,2017-12-29,50,-0.11884753901560624
max_drawdown_126d_sector_neutral,2018-01-31,50,-0.11807923169267706
max_drawdown_126d_sector_neutral,2018-02-28,50,-0.07399759903961585
max_drawdown_126d_sector_neutral,2018-03-29,50,0.025210084033613446
max_drawdown_126d_sector_neutral,2018-04-30,50,-0.09099639855942376
max_drawdown_126d_sector_neutral,2018-05-31,50,0.12336134453781511
max_drawdown_126d_sector_neutral,2018-06-29,50,-0.01935174069627851
max_drawdown_126d_sector_neutral,2018-07-31,50,0.15447779111644658
max_drawdown_126d_sector_neutral,2018-08-31,50,0.1226890756302521
max_drawdown_126d_sector_neutral,2018-09-28,50,-0.03202881152460984
max_drawdown_126d_sector_neutral,2018-10-31,50,-0.030300120048019206
max_drawdown_126d_sector_neutral,2018-11-30,50,0.01262905162064826
max_drawdown_126d_sector_neutral,2018-12-31,50,-0.31006002400960386
max_drawdown_126d_sector_neutral,2019-01-31,50,0.23659063625450177
max_drawdown_126d_sector_neutral,2019-02-28,50,0.07899159663865546
max_drawdown_126d_sector_neutral,2019-03-29,50,0.08100840336134453
max_drawdown_126d_sector_neutral,2019-04-30,50,0.13382953181272508
max_drawdown_126d_sector_neutral,2019-05-31,50,-0.2159423769507803
max_drawdown_126d_sector_neutral,2019-06-28,50,-0.12422569027611044
max_drawdown_126d_sector_neutral,2019-07-31,50,0.10799519807923168
max_drawdown_126d_sector_neutral,2019-08-30,50,-0.22103241296518605
max_drawdown_126d_sector_neutral,2019-09-30,50,-0.3500120048019208
max_drawdown_126d_sector_neutral,2019-10-31,50,-0.2696278511404562
max_drawdown_126d_sector_neutral,2019-11-29,50,-0.14535414165666266
max_drawdown_126d_sector_neutral,2019-12-31,50,0.05690276110444177
momentum_12_1_sector_neutral,2014-01-31,0,
momentum_12_1_sector_neutral,2014-02-28,0,
momentum_12_1_sector_neutral,2014-03-31,0,
momentum_12_1_sector_neutral,2014-04-30,0,
momentum_12_1_sector_neutral,2014-05-30,0,
momentum_12_1_sector_neutral,2014-06-30,0,
momentum_12_1_sector_neutral,2014-07-31,0,
momentum_12_1_sector_neutral,2014-08-29,0,
momentum_12_1_sector_neutral,2014-09-30,0,
momentum_12_1_sector_neutral,2014-10-31,0,
momentum_12_1_sector_neutral,2014-11-28,0,
momentum_12_1_sector_neutral,2014-12-31,0,
momentum_12_1_sector_neutral,2015-01-30,50,-0.011284513805522207
momentum_12_1_sector_neutral,2015-02-27,50,0.33128451380552215
momentum_12_1_sector_neutral,2015-03-31,50,-0.272797118847539
momentum_12_1_sector_neutral,2015-04-30,50,0.3563505402160864
momentum_12_1_sector_neutral,2015-05-29,50,0.15755102040816327
momentum_12_1_sector_neutral,2015-06-30,50,-0.003985594237695078
momentum_12_1_sector_neutral,2015-07-31,50,0.23985594237695076
momentum_12_1_sector_neutral,2015-08-31,50,0.03414165666266506
momentum_12_1_sector_neutral,2015-09-30,50,-0.15111644657863144
momentum_12_1_sector_neutral,2015-10-30,50,0.16936374549819924
momentum_12_1_sector_neutral,2015-11-30,50,0.1036734693877551
momentum_12_1_sector_neutral,2015-12-31,50,-0.08917166866746698
momentum_12_1_sector_neutral,2016-01-29,50,-0.05939975990396158
momentum_12_1_sector_neutral,2016-02-29,50,0.05450180072028812
momentum_12_1_sector_neutral,2016-03-31,50,-0.12432172869147658
momentum_12_1_sector_neutral,2016-04-29,50,0.11894357743097239
momentum_12_1_sector_neutral,2016-05-31,50,0.24878751500600238
momentum_12_1_sector_neutral,2016-06-30,50,-0.017911164465786316
momentum_12_1_sector_neutral,2016-07-29,50,-0.07947178871548619
momentum_12_1_sector_neutral,2016-08-31,50,0.25349339735894355
momentum_12_1_sector_neutral,2016-09-30,50,-0.018967587034813924
momentum_12_1_sector_neutral,2016-10-31,50,-0.037695078031212484
momentum_12_1_sector_neutral,2016-11-30,50,-0.2710684273709484
momentum_12_1_sector_neutral,2016-12-30,50,-0.2288115246098439
momentum_12_1_sector_neutral,2017-01-31,50,-0.2969987995198079
momentum_12_1_sector_neutral,2017-02-28,50,-0.11106842737094838
momentum_12_1_sector_neutral,2017-03-31,50,0.0059063625450180065
momentum_12_1_sector_neutral,2017-04-28,50,0.16273709483793514
momentum_12_1_sector_neutral,2017-05-31,50,-0.03385354141656663
momentum_12_1_sector_neutral,2017-06-30,50,0.127875150060024
momentum_12_1_sector_neutral,2017-07-31,50,0.10933973589435773
momentum_12_1_sector_neutral,2017-08-31,50,-0.14737094837935172
momentum_12_1_sector_neutral,2017-09-29,50,0.3150540216086435
momentum_12_1_sector_neutral,2017-10-31,50,-0.09647058823529413
momentum_12_1_sector_neutral,2017-11-30,50,-0.15169267707082834
momentum_12_1_sector_neutral,2017-12-29,50,0.24273709483793518
momentum_12_1_sector_neutral,2018-01-31,50,0.14189675870348137
momentum_12_1_sector_neutral,2018-02-28,50,-0.012436974789915966
momentum_12_1_sector_neutral,2018-03-29,50,0.16504201680672267
momentum_12_1_sector_neutral,2018-04-30,50,0.1388235294117647
momentum_12_1_sector_neutral,2018-05-31,50,-0.022136854741896757
momentum_12_1_sector_neutral,2018-06-29,50,-0.28864345738295316
momentum_12_1_sector_neutral,2018-07-31,50,0.3988955582232893
momentum_12_1_sector_neutral,2018-08-31,50,-0.025978391356542615
momentum_12_1_sector_neutral,2018-09-28,50,-0.3682593037214886
momentum_12_1_sector_neutral,2018-10-31,50,-0.21027611044417766
momentum_12_1_sector_neutral,2018-11-30,50,-0.030012004801920768
momentum_12_1_sector_neutral,2018-12-31,50,0.050372148859543824
momentum_12_1_sector_neutral,2019-01-31,50,0.28585834333733495
momentum_12_1_sector_neutral,2019-02-28,50,0.0860984393757503
momentum_12_1_sector_neutral,2019-03-29,50,-0.13363745498199278
momentum_12_1_sector_neutral,2019-04-30,50,0.2965186074429772
momentum_12_1_sector_neutral,2019-05-31,50,-0.22103241296518605
momentum_12_1_sector_neutral,2019-06-28,50,-0.1524609843937575
momentum_12_1_sector_neutral,2019-07-31,50,0.1897238895558223
momentum_12_1_sector_neutral,2019-08-30,50,-0.37210084033613444
momentum_12_1_sector_neutral,2019-09-30,50,-0.42549819927971183
momentum_12_1_sector_neutral,2019-10-31,50,-0.3431932773109243
momentum_12_1_sector_neutral,2019-11-29,50,-0.13334933973589436
momentum_12_1_sector_neutral,2019-12-31,50,0.07707082833133252
momentum_6_1_sector_neutral,2014-01-31,0,
momentum_6_1_sector_neutral,2014-02-28,0,
momentum_6_1_sector_neutral,2014-03-31,0,
momentum_6_1_sector_neutral,2014-04-30,0,
momentum_6_1_sector_neutral,2014-05-30,0,
momentum_6_1_sector_neutral,2014-06-30,0,
momentum_6_1_sector_neutral,2014-07-31,50,0.3202400960384153
momentum_6_1_sector_neutral,2014-08-29,50,0.3628811524609844
momentum_6_1_sector_neutral,2014-09-30,50,0.11318127250900359
momentum_6_1_sector_neutral,2014-10-31,50,-0.030204081632653063
momentum_6_1_sector_neutral,2014-11-28,50,0.21402160864345737
momentum_6_1_sector_neutral,2014-12-31,50,-0.006962785114045618
momentum_6_1_sector_neutral,2015-01-30,50,0.035390156062424974
momentum_6_1_sector_neutral,2015-02-27,50,0.36076830732292914
momentum_6_1_sector_neutral,2015-03-31,50,-0.3572148859543817
momentum_6_1_sector_neutral,2015-04-30,50,0.28537815126050414
momentum_6_1_sector_neutral,2015-05-29,50,0.037022809123649456
momentum_6_1_sector_neutral,2015-06-30,50,-0.18213685474189675
momentum_6_1_sector_neutral,2015-07-31,50,0.12557022809123647
momentum_6_1_sector_neutral,2015-08-31,50,-0.1592797118847539
momentum_6_1_sector_neutral,2015-09-30,50,-0.1296998799519808
momentum_6_1_sector_neutral,2015-10-30,50,0.32600240096038413
momentum_6_1_sector_neutral,2015-11-30,50,0.17762304921968786
momentum_6_1_sector_neutral,2015-12-31,50,0.15563025210084033
momentum_6_1_sector_neutral,2016-01-29,50,-0.18319327731092436
momentum_6_1_sector_neutral,2016-02-29,50,-0.0060984393757503004
momentum_6_1_sector_neutral,2016-03-31,50,-0.052292917166866744
momentum_6_1_sector_neutral,2016-04-29,50,0.09887154861944776
momentum_6_1_sector_neutral,2016-05-31,50,0.25618247298919566
momentum_6_1_sector_neutral,2016-06-30,50,-0.07985594237695079
momentum_6_1_sector_neutral,2016-07-29,50,-0.10540216086434574
momentum_6_1_sector_neutral,2016-08-31,50,0.2781752701080432
momentum_6_1_sector_neutral,2016-09-30,50,-0.09070828331332531
momentum_6_1_sector_neutral,2016-10-31,50,-0.08148859543817527
momentum_6_1_sector_neutral,2016-11-30,50,-0.05171668667466986
momentum_6_1_sector_neutral,2016-12-30,50,-0.17426170468187277
momentum_6_1_sector_neutral,2017-01-31,50,-0.30084033613445377
momentum_6_1_sector_neutral,2017-02-28,50,-0.08004801920768306
momentum_6_1_sector_neutral,2017-03-31,50,-0.023385354141656663
momentum_6_1_sector_neutral,2017-04-28,50,-0.11039615846338535
momentum_6_1_sector_neutral,2017-05-31,50,0.008403361344537815
momentum_6_1_sector_neutral,2017-06-30,50,0.26818727490996397
momentum_6_1_sector_neutral,2017-07-31,50,0.3926530612244898
momentum_6_1_sector_neutral,2017-08-31,50,-0.2896998799519808
momentum_6_1_sector_neutral,2017-09-29,50,0.30189675870348137
momentum_6_1_sector_neutral,2017-10-31,50,-0.20509003601440576
momentum_6_1_sector_neutral,2017-11-30,50,-0.02991596638655462
momentum_6_1_sector_neutral,2017-12-29,50,0.3182232893157263
momentum_6_1_sector_neutral,2018-01-31,50,0.13056422569027612
momentum_6_1_sector_neutral,2018-02-28,50,-0.06612244897959184
momentum_6_1_sector_neutral,2018-03-29,50,-0.05642256902761104
momentum_6_1_sector_neutral,2018-04-30,50,0.2289075630252101
momentum_6_1_sector_neutral,2018-05-31,50,0.03788715486194477
momentum_6_1_sector_neutral,2018-06-29,50,-0.146218487394958
momentum_6_1_sector_neutral,2018-07-31,50,0.21056422569027608
momentum_6_1_sector_neutral,2018-08-31,50,0.0041776710684273705
momentum_6_1_sector_neutral,2018-09-28,50,-0.16888355342136854
momentum_6_1_sector_neutral,2018-10-31,50,-0.24773109243697478
momentum_6_1_sector_neutral,2018-11-30,50,-0.004657863145258102
momentum_6_1_sector_neutral,2018-12-31,50,-0.37123649459783914
momentum_6_1_sector_neutral,2019-01-31,50,0.21478991596638655
momentum_6_1_sector_neutral,2019-02-28,50,-0.05286914765906363
momentum_6_1_sector_neutral,2019-03-29,50,-0.03798319327731092
momentum_6_1_sector_neutral,2019-04-30,50,0.23697478991596638
momentum_6_1_sector_neutral,2019-05-31,50,0.07841536614645858
momentum_6_1_sector_neutral,2019-06-28,50,-0.173781512605042
momentum_6_1_sector_neutral,2019-07-31,50,0.3341656662665066
momentum_6_1_sector_neutral,2019-08-30,50,-0.4792797118847539
momentum_6_1_sector_neutral,2019-09-30,50,-0.22727490996398558
momentum_6_1_sector_neutral,2019-10-31,50,-0.216422569027611
momentum_6_1_sector_neutral,2019-11-29,50,0.02127250900360144
momentum_6_1_sector_neutral,2019-12-31,50,-0.20576230492196879
positive_day_ratio_60d_sector_neutral,2014-01-31,0,
positive_day_ratio_60d_sector_neutral,2014-02-28,0,
positive_day_ratio_60d_sector_neutral,2014-03-31,50,0.05590912560902018
positive_day_ratio_60d_sector_neutral,2014-04-30,50,-0.1386680804409289
positive_day_ratio_60d_sector_neutral,2014-05-30,50,-0.14927954320965836
positive_day_ratio_60d_sector_neutral,2014-06-30,50,-0.25267152099165024
positive_day_ratio_60d_sector_neutral,2014-07-31,50,0.16075502885017653
positive_day_ratio_60d_sector_neutral,2014-08-29,50,0.03762072407362004
positive_day_ratio_60d_sector_neutral,2014-09-30,50,0.07508106647947807
positive_day_ratio_60d_sector_neutral,2014-10-31,50,0.003314200744864598
positive_day_ratio_60d_sector_neutral,2014-11-28,50,0.12639924591042026
positive_day_ratio_60d_sector_neutral,2014-12-31,50,-0.022775326372834113
positive_day_ratio_60d_sector_neutral,2015-01-30,50,0.09827325686946331
positive_day_ratio_60d_sector_neutral,2015-02-27,50,0.26060854094444513
positive_day_ratio_60d_sector_neutral,2015-03-31,50,-0.33001922181260057
positive_day_ratio_60d_sector_neutral,2015-04-30,50,0.12290476188575887
positive_day_ratio_60d_sector_neutral,2015-05-29,50,0.07724085363157607
positive_day_ratio_60d_sector_neutral,2015-06-30,50,-0.3124369736407623
positive_day_ratio_60d_sector_neutral,2015-07-31,50,0.019647405015232437
positive_day_ratio_60d_sector_neutral,2015-08-31,50,0.12203913045593219
positive_day_ratio_60d_sector_neutral,2015-09-30,50,0.18607109086043003
positive_day_ratio_60d_sector_neutral,2015-10-30,50,-0.015564203483949412
positive_day_ratio_60d_sector_neutral,2015-11-30,50,0.10136190886574051
positive_day_ratio_60d_sector_neutral,2015-12-31,50,0.12666314950344917
positive_day_ratio_60d_sector_neutral,2016-01-29,50,-0.14995077600582937
positive_day_ratio_60d_sector_neutral,2016-02-29,50,-0.07190720142977909
positive_day_ratio_60d_sector_neutral,2016-03-31,50,-0.2767863755948513
positive_day_ratio_60d_sector_neutral,2016-04-29,50,-0.13008912284759494
positive_day_ratio_60d_sector_neutral,2016-05-31,50,-0.07009537512984663
positive_day_ratio_60d_sector_neutral,2016-06-30,50,-0.10897913369018541
positive_day_ratio_60d_sector_neutral,2016-07-29,50,-0.18599290128200405
positive_day_ratio_60d_sector_neutral,2016-08-31,50,0.23897015839221838
positive_day_ratio_60d_sector_neutral,2016-09-30,50,-0.022577702584741427
positive_day_ratio_60d_sector_neutral,2016-10-31,50,-0.2377108797939596
positive_day_ratio_60d_sector_neutral,2016-11-30,50,0.026369510274357456
positive_day_ratio_60d_sector_neutral,2016-12-30,50,-0.2249333635971147
positive_day_ratio_60d_sector_neutral,2017-01-31,50,0.0014409914619277493
positive_day_ratio_60d_sector_neutral,2017-02-28,50,0.025935977167342493
positive_day_ratio_60d_sector_neutral,2017-03-31,50,0.25432973271601383
positive_day_ratio_60d_sector_neutral,2017-04-28,50,0.47267313909100805
positive_day_ratio_60d_sector_neutral,2017-05-31,50,-0.13415308232473655
positive_day_ratio_60d_sector_neutral,2017-06-30,50,0.13829711477569892
positive_day_ratio_60d_sector_neutral,2017-07-31,50,0.4405005076978729
positive_day_ratio_60d_sector_neutral,2017-08-31,50,0.014263074550734025
positive_day_ratio_60d_sector_neutral,2017-09-29,50,-0.17968731864548496
positive_day_ratio_60d_sector_neutral,2017-10-31,50,0.11547699759347564
positive_day_ratio_60d_sector_neutral,2017-11-30,50,0.13191459798356564
positive_day_ratio_60d_sector_neutral,2017-12-29,50,0.18485256171116538
positive_day_ratio_60d_sector_neutral,2018-01-31,50,0.1260988708190346
positive_day_ratio_60d_sector_neutral,2018-02-28,50,-0.013494369377340028
positive_day_ratio_60d_sector_neutral,2018-03-29,50,0.14309388981917961
positive_day_ratio_60d_sector_neutral,2018-04-30,50,-0.1816522626830528
positive_day_ratio_60d_sector_neutral,2018-05-31,50,-0.02762099374644907
positive_day_ratio_60d_sector_neutral,2018-06-29,50,-0.10378629739519342
positive_day_ratio_60d_sector_neutral,2018-07-31,50,-0.010710340719235729
positive_day_ratio_60d_sector_neutral,2018-08-31,50,0.06526750620043487
positive_day_ratio_60d_sector_neutral,2018-09-28,50,-0.13222545396609978
positive_day_ratio_60d_sector_neutral,2018-10-31,50,0.008548855870844658
positive_day_ratio_60d_sector_neutral,2018-11-30,50,0.14720714934734308
positive_day_ratio_60d_sector_neutral,2018-12-31,50,-0.32415947140346985
positive_day_ratio_60d_sector_neutral,2019-01-31,50,-0.14093573666358467
positive_day_ratio_60d_sector_neutral,2019-02-28,50,0.28804727343410136
positive_day_ratio_60d_sector_neutral,2019-03-29,50,0.06822660049111169
positive_day_ratio_60d_sector_neutral,2019-04-30,50,0.251255100510909
positive_day_ratio_60d_sector_neutral,2019-05-31,50,-0.08890276617916844
positive_day_ratio_60d_sector_neutral,2019-06-28,50,-0.21740280138355383
positive_day_ratio_60d_sector_neutral,2019-07-31,50,0.15450747127256204
positive_day_ratio_60d_sector_neutral,2019-08-30,50,-0.2443441188942153
positive_day_ratio_60d_sector_neutral,2019-09-30,50,-0.10028593770443452
