as_of_date,first_signal,second_signal,observations,spearman_correlation
2014-05-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.09656662665066026
2014-06-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.13402160864345739
2014-07-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.2062424969987995
2014-08-29,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.008019207683073229
2014-09-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.1865546218487395
2014-10-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.15015606242496998
2014-11-28,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.17695078031212486
2014-12-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.050660264105642255
2015-01-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.28403361344537814
2015-02-27,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.02280912364945978
2015-03-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.1440096038415366
2015-04-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.1413205282112845
2015-05-29,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3626890756302521
2015-06-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.06621848739495799
2015-07-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.23150060024009603
2015-08-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.12048019207683074
2015-09-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.040384153661464584
2015-10-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.08254501800720286
2015-11-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.03865546218487395
2015-12-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.2640576230492197
2016-01-29,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.1644657863145258
2016-02-29,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.19490996398559424
2016-03-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.17128451380552218
2016-04-29,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.10405762304921969
2016-05-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.025306122448979586
2016-06-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.04998799519807923
2016-07-29,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.006674669867947179
2016-08-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.09435774309723889
2016-09-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.27183673469387754
2016-10-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.09099639855942376
2016-11-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.04441776710684273
2016-12-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.08187274909963986
2017-01-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.27250900360144054
2017-02-28,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.13469387755102039
2017-03-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.062953181272509
2017-04-28,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.04998799519807923
2017-05-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.06141656662665066
2017-06-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.2943097238895558
2017-07-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.18809123649459786
2017-08-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.07265306122448979
2017-09-29,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.139015606242497
2017-10-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.04998799519807923
2017-11-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.014933973589435772
2017-12-29,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.026266506602641054
2018-01-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.3030492196878751
2018-02-28,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.3404081632653061
2018-03-29,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.008595438175270108
2018-04-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.08926770708283314
2018-05-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.1226890756302521
2018-06-29,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.02674669867947179
2018-07-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.03692677070828331
2018-08-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.06429771908763504
2018-09-28,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.14573829531812724
2018-10-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.2684753901560624
2018-11-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.21930372148859542
2018-12-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.12076830732292916
2019-01-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.2395678271308523
2019-02-28,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.021464585834333732
2019-03-29,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.12
2019-04-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.12585834333733492
2019-05-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.19644657863145257
2019-06-28,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.044129651860744294
2019-07-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.17647058823529413
2019-08-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.17896758703481394
2019-09-30,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.03414165666266506
2019-10-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.0790876350540216
2019-11-29,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.05142857142857142
2019-12-31,dollar_volume_change_20d_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.08705882352941177
2014-01-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,0,
2014-02-28,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,0,
2014-03-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2014-04-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2014-05-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2014-06-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2014-07-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2014-08-29,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2014-09-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2014-10-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2014-11-28,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2014-12-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2015-01-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2015-02-27,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2015-03-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2015-04-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2015-05-29,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2015-06-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2015-07-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2015-08-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2015-09-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2015-10-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2015-11-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2015-12-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-01-29,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-02-29,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-03-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-04-29,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-05-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-06-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-07-29,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-08-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-09-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-10-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-11-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2016-12-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-01-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-02-28,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-03-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-04-28,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-05-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-06-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-07-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-08-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-09-29,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-10-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-11-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-12-29,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-01-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-02-28,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-03-29,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-04-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-05-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-06-29,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-07-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-08-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-09-28,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-10-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-11-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-12-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-01-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-02-28,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-03-29,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-04-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-05-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-06-28,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-07-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-08-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-09-30,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-10-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-11-29,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-12-31,dollar_volume_change_20d_60d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2014-01-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,0,
2014-02-28,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,0,
2014-03-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.11923169267707083
2014-04-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.33925570228091234
2014-05-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.25224489795918364
2014-06-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.2318847539015606
2014-07-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.08955582232893158
2014-08-29,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.013973589435774309
2014-09-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.023097238895558224
2014-10-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.07735894357743096
2014-11-28,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.17704681872749098
2014-12-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.1495798319327731
2015-01-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.01474189675870348
2015-02-27,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.17061224489795918
2015-03-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.07716686674669868
2015-04-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.4071548619447779
2015-05-29,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.44451380552220887
2015-06-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.39274909963985594
2015-07-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.10069627851140456
2015-08-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.09378151260504201
2015-09-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.07649459783913565
2015-10-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.22372148859543817
2015-11-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.2388955582232893
2015-12-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.18818727490996395
2016-01-29,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.29623049219687875
2016-02-29,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.4615126050420168
2016-03-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.4387515006002401
2016-04-29,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.25915966386554623
2016-05-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.19548619447779111
2016-06-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.35145258103241295
2016-07-29,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.42146458583433366
2016-08-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.39985594237695077
2016-09-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.6141176470588235
2016-10-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.4198319327731092
2016-11-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.40398559423769503
2016-12-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.29296518607442973
2017-01-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.30324129651860743
2017-02-28,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.2644417767106843
2017-03-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.45210084033613446
2017-04-28,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.4087875150060023
2017-05-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3494357743097239
2017-06-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.1528451380552221
2017-07-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.14631452581032411
2017-08-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3780552220888355
2017-09-29,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.28950780312124846
2017-10-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.1438175270108043
2017-11-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.09262905162064825
2017-12-29,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.32581032412965183
2018-01-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3752701080432172
2018-02-28,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.05699879951980792
2018-03-29,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.06324129651860745
2018-04-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.21296518607442977
2018-05-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.11558223289315725
2018-06-29,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.04086434573829532
2018-07-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.08849939975990395
2018-08-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.22352941176470587
2018-09-28,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.1936614645858343
2018-10-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.12067226890756304
2018-11-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.061896758703481394
2018-12-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.05402160864345738
2019-01-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.09445378151260504
2019-02-28,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.07495798319327732
2019-03-29,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.08955582232893158
2019-04-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.22074429771908766
2019-05-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.33406962785114036
2019-06-28,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3789195678271309
2019-07-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.12614645858343337
2019-08-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.16225690276110444
2019-09-30,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.13824729891956783
2019-10-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3415606242496999
2019-11-29,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.2560864345738295
2019-12-31,downside_volatility_60d_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.2703001200480192
2014-01-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,0,
2014-02-28,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,0,
2014-03-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2558943577430972
2014-04-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.19106842737094837
2014-05-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.15255702280912364
2014-06-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.16773109243697476
2014-07-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.23236494597839136
2014-08-29,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.21786314525810324
2014-09-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.19932773109243698
2014-10-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.34002400960384155
2014-11-28,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.23198079231692675
2014-12-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.13757503001200477
2015-01-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.4117647058823529
2015-02-27,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.4355822328931572
2015-03-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2698199279711884
2015-04-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.10732292917166866
2015-05-29,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.014645858343337334
2015-06-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.1793517406962785
2015-07-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.22621848739495798
2015-08-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.35183673469387755
2015-09-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.3972629051620648
2015-10-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.4210804321728691
2015-11-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.21997599039615845
2015-12-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.006290516206482593
2016-01-29,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.16148859543817526
2016-02-29,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.053733493397358945
2016-03-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.13123649459783912
2016-04-29,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2460984393757503
2016-05-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.26626650660264106
2016-06-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.15217286914765904
2016-07-29,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.028187274909963984
2016-08-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.060072028811524604
2016-09-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.2696278511404562
2016-10-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.02376950780312125
2016-11-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.003217286914765906
2016-12-30,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.03673469387755102
2017-01-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.12364945978391356
2017-02-28,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.21690276110444176
2017-03-31,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.13210084033613445
2017-04-28,downside_volatility_60d_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.18857142857142856
